ip,is_http,is_https,is_ssh,is_smtp,is_imap,is_ftp,is_pop,is_other,bitcoin_port,bitcoin_service_num,bitcoin_protocol_version,bitcoin_user_agent,longitude,latitude,organization
85.214.223.36,1,0,0,1,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
85.215.9.88,1,1,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.17.1/,13.37698,52.516071,Strato AG
85.214.185.51,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
81.169.248.38,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.1/,13.37698,52.516071,Strato AG
85.214.228.203,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,13.37698,52.516071,Strato AG
85.214.53.95,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
85.214.90.161,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,13.37698,52.516071,Strato AG
85.215.92.224,0,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
212.86.32.106,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,13.37698,52.516071,DNS:NET Internet Service GmbH
85.214.103.48,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
85.214.187.210,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
85.214.204.63,1,1,1,1,0,1,0,1,8333,1037,70015,/Satoshi:0.17.0/,13.37698,52.516071,Strato AG
85.214.112.222,1,0,1,1,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
85.214.161.252,0,0,0,1,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,13.37698,52.516071,Strato AG
85.214.123.127,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.37698,52.516071,Strato AG
85.214.89.154,1,1,1,0,0,1,0,1,8333,1033,70015,/Satoshi:0.19.1/,13.37698,52.516071,Strato AG
188.117.245.195,1,0,0,0,0,0,0,0,8333,1037,70016,/Satoshi:22.0.0/,13.34577,47.69651,JM-DATA GmbH
80.108.119.236,1,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,13.34577,47.69651,T-Mobile Austria GmbH
213.47.114.114,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,13.34577,47.69651,T-Mobile Austria GmbH
77.53.53.196,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.003822,55.604981,A3 Sverige AB
98.128.247.182,1,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,13.003822,55.604981,Bahnhof AB
193.138.218.72,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,13.003822,55.604981,31173 Services AB
78.26.26.146,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.66617,64.556534,Trollfjord Bredband AS
217.6.187.14,0,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.615752,47.912122,Deutsche Telekom AG
93.57.81.162,1,1,0,0,0,1,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.57347,42.503819,Fastweb
93.33.192.204,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,12.57347,42.503819,Fastweb
212.99.226.35,0,0,0,0,0,0,0,1,9020,1032,70016,/Satoshi:0.21.1/,12.549326,55.675181,Sagitta ApS
217.133.40.144,1,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.19.1/,12.496235,41.902701,Tiscali SpA
89.22.103.213,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.373075,51.339696,dogado GmbH
116.202.85.108,1,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.0/,12.364975,50.475005,Hetzner Online GmbH
148.251.40.218,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
94.130.64.182,1,1,1,0,0,0,0,0,9001,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
178.63.2.220,1,1,0,0,0,1,0,1,8333,1033,70016,/Satoshi:22.99.0/,12.364975,50.475005,Hetzner Online GmbH
168.119.7.239,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
138.201.206.35,1,1,1,0,0,0,0,0,8333,13,70015,/Satoshi:0.14.1/,12.364975,50.475005,Hetzner Online GmbH
148.251.188.216,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.63.66,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
88.99.4.50,1,1,0,1,0,1,0,1,8333,1097,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
5.9.225.132,1,1,0,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.71.116,1,1,1,0,0,0,0,1,33354,13,70015,/Satoshi:0.15.6.5/,12.364975,50.475005,Hetzner Online GmbH
46.4.225.212,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
46.4.105.19,0,1,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
178.63.51.90,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
49.12.83.44,0,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.0/,12.364975,50.475005,Hetzner Online GmbH
138.201.28.24,1,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
88.99.167.175,0,1,0,0,0,0,0,1,8333,1032,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
88.99.104.135,1,0,0,0,0,0,0,0,8333,1037,70015,/Satoshi:0.16.1/,12.364975,50.475005,Hetzner Online GmbH
148.251.48.231,0,0,0,0,0,0,0,1,8333,1037,70016,/Satoshi:0.21.1(@emzy)/,12.364975,50.475005,Hetzner Online GmbH
176.9.143.74,1,1,1,1,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
5.9.158.123,0,1,1,1,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
5.9.7.62,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.101.91,1,0,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.0/,12.364975,50.475005,Hetzner Online GmbH
168.119.86.21,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
178.63.75.156,0,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.18.0/,12.364975,50.475005,Hetzner Online GmbH
5.9.83.143,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
138.201.19.159,1,1,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.17.0.1/,12.364975,50.475005,Hetzner Online GmbH
116.202.32.100,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
138.201.252.11,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0(matbea.net; Good Bitcoin Node)/,12.364975,50.475005,Hetzner Online GmbH
148.251.237.73,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
136.243.104.27,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.125.173,1,0,1,1,0,0,0,1,8333,1037,70015,/Satoshi:0.18.0/,12.364975,50.475005,Hetzner Online GmbH
5.9.5.171,0,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
88.198.48.91,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:21.99.0/,12.364975,50.475005,Hetzner Online GmbH
168.119.158.57,0,0,0,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
176.9.90.182,1,1,1,1,0,0,0,1,8333,1101,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
162.55.3.214,0,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
159.69.57.170,0,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
178.63.103.8,1,1,1,0,0,1,0,1,8333,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
46.4.106.110,1,1,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.19.1/,12.364975,50.475005,Hetzner Online GmbH
144.76.44.114,1,1,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.0.1/,12.364975,50.475005,Hetzner Online GmbH
88.198.54.144,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
5.9.161.214,1,1,1,1,0,1,0,1,8333,1032,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
88.198.10.239,0,1,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
5.9.144.250,1,1,1,0,0,0,0,1,8333,1032,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
176.9.51.122,1,0,0,0,0,0,0,1,8333,1037,70015,/Satoshi:0.18.99/,12.364975,50.475005,Hetzner Online GmbH
144.76.111.133,1,1,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.92.36,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
5.9.233.203,1,0,0,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,12.364975,50.475005,Hetzner Online GmbH
94.130.131.239,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
162.55.7.43,1,1,1,1,0,1,0,1,8332,1033,70016,/Satoshi:22.99.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.156.51,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
78.46.94.13,1,0,0,1,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.40.171,1,1,1,1,0,0,0,1,8333,1033,70015,/Satoshi:0.19.0/,12.364975,50.475005,Hetzner Online GmbH
94.130.69.46,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.156.228,1,1,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
144.76.39.233,1,1,0,1,0,0,0,1,8333,1032,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
148.251.22.104,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
46.4.87.133,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
94.130.35.227,1,1,1,0,0,0,0,0,8335,1037,70015,/Satoshi:0.16.0/,12.364975,50.475005,Hetzner Online GmbH
116.202.51.176,0,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.19.0.1/,12.364975,50.475005,Hetzner Online GmbH
5.9.22.98,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.84.209,1,1,0,1,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.38.204,1,1,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.18.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.234.57,1,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.17.0/,12.364975,50.475005,Hetzner Online GmbH
178.63.247.209,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.65.102,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
78.46.78.206,1,1,0,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,12.364975,50.475005,Hetzner Online GmbH
5.9.247.73,1,0,1,0,0,0,0,1,8333,1032,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
88.198.92.47,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.104.69,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
78.46.191.14,0,0,1,1,0,0,0,1,8333,1037,70015,/Satoshi:0.18.0/,12.364975,50.475005,Hetzner Online GmbH
136.243.50.164,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
78.46.85.221,1,0,0,1,0,0,0,1,8333,1037,70015,/Satoshi:0.17.0/,12.364975,50.475005,Hetzner Online GmbH
49.12.126.6,1,0,1,0,0,0,0,0,9001,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
176.9.70.115,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
78.47.27.178,1,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.16.3/,12.364975,50.475005,Hetzner Online GmbH
176.9.32.126,1,1,1,0,0,1,0,1,8333,1037,70015,/Satoshi:0.18.1/,12.364975,50.475005,Hetzner Online GmbH
94.130.71.31,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
136.243.176.210,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.82.166,1,0,1,0,0,0,0,0,8333,13,70015,/Satoshi:0.15.1/,12.364975,50.475005,Hetzner Online GmbH
176.9.86.219,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
78.46.151.58,0,1,0,1,0,1,0,0,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
138.201.30.252,1,0,1,1,0,1,0,1,8333,1036,70015,/Satoshi:0.16.3/,12.364975,50.475005,Hetzner Online GmbH
178.63.52.205,0,0,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,12.364975,50.475005,Hetzner Online GmbH
176.9.140.115,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
168.119.79.89,1,1,0,0,0,0,0,1,8333,1032,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
116.202.161.56,0,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.16.3/,12.364975,50.475005,Hetzner Online GmbH
176.9.63.112,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
88.198.55.131,1,0,1,0,0,0,0,1,8333,1037,70016,/Satoshi:22.0.0(Delete Conbase)/,12.364975,50.475005,Hetzner Online GmbH
78.46.86.12,0,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.16.0/,12.364975,50.475005,Hetzner Online GmbH
162.55.81.154,1,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
168.119.86.22,0,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
168.119.88.108,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
195.201.202.225,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
168.119.89.99,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
46.4.69.86,0,0,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
78.46.196.248,0,1,1,1,0,1,0,1,9001,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
138.201.78.28,1,1,0,1,0,1,0,1,18333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
178.63.69.234,1,1,1,1,0,1,0,1,30200,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
148.251.186.36,1,0,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.17.1/,12.364975,50.475005,Hetzner Online GmbH
176.9.47.132,1,1,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.0/,12.364975,50.475005,Hetzner Online GmbH
46.4.71.70,1,0,1,0,0,0,0,0,8333,1032,70015,/Satoshi:0.20.99/,12.364975,50.475005,Hetzner Online GmbH
78.46.79.17,1,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
116.202.170.226,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
178.63.16.7,1,0,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.18.0/,12.364975,50.475005,Hetzner Online GmbH
5.9.5.135,1,1,1,0,0,1,0,0,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
148.251.152.118,1,1,1,1,0,1,0,1,8333,1032,70016,/Satoshi:23.0.0/,12.364975,50.475005,Hetzner Online GmbH
148.251.110.53,1,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
5.9.37.73,1,1,1,1,0,1,0,1,8333,1037,70015,/Satoshi:0.18.0/,12.364975,50.475005,Hetzner Online GmbH
148.251.110.54,1,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
116.202.171.210,1,1,1,1,0,1,0,1,8333,1037,70015,/Satoshi:0.16.3/,12.364975,50.475005,Hetzner Online GmbH
49.12.85.232,0,0,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
178.63.40.220,0,0,1,0,0,0,0,0,8333,1033,70015,/Satoshi:0.19.99/,12.364975,50.475005,Hetzner Online GmbH
116.202.227.86,1,0,1,0,0,1,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
78.46.17.17,1,0,1,0,0,0,0,1,8333,1032,70016,/Satoshi:0.20.99/,12.364975,50.475005,Hetzner Online GmbH
148.251.190.151,1,1,1,0,0,0,0,1,8333,1037,70015,/Satoshi:0.17.1/,12.364975,50.475005,Hetzner Online GmbH
88.99.149.100,1,0,0,0,0,0,0,0,8335,1033,70015,/Satoshi:0.20.0/,12.364975,50.475005,Hetzner Online GmbH
116.202.51.11,1,1,0,0,0,0,0,0,8333,1037,70015,/Satoshi:0.17.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.60.163,1,0,1,1,0,1,0,0,8333,13,70015,/Satoshi:0.15.1(bitcore)/,12.364975,50.475005,Hetzner Online GmbH
78.46.22.102,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
148.251.155.70,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.20.99/,12.364975,50.475005,Hetzner Online GmbH
116.202.0.237,1,0,0,0,0,0,0,0,8333,1033,70015,/Satoshi:0.19.0.1/,12.364975,50.475005,Hetzner Online GmbH
148.251.68.170,0,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
116.203.249.151,1,0,1,0,0,0,0,0,8333,1032,70015,/Satoshi:0.19.1/,12.364975,50.475005,Hetzner Online GmbH
5.9.104.23,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
168.119.33.233,1,1,1,0,0,0,0,0,8333,1037,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
148.251.1.20,1,1,1,1,0,0,0,1,8343,1033,70015,/Satoshi:0.20.1/,12.364975,50.475005,Hetzner Online GmbH
176.9.47.70,1,0,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
136.243.146.69,1,0,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
46.4.100.141,1,0,1,0,0,0,0,0,8333,13,70015,/Satoshi:0.14.2/,12.364975,50.475005,Hetzner Online GmbH
195.201.56.56,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
157.90.215.148,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:21.99.0/,12.364975,50.475005,Hetzner Online GmbH
144.76.98.163,1,0,1,0,0,0,0,0,8333,13,70015,/Satoshi:0.15.0/,12.364975,50.475005,Hetzner Online GmbH
88.99.38.113,1,1,1,0,0,0,0,1,8333,1032,70015,/Satoshi:0.19.1/,12.364975,50.475005,Hetzner Online GmbH
213.239.201.46,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
148.251.45.147,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
78.47.61.83,1,1,0,0,0,0,0,1,8333,1037,70016,/Satoshi:0.21.1(@emzy)/,12.364975,50.475005,Hetzner Online GmbH
144.76.138.23,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
159.69.123.234,1,1,0,0,0,0,0,1,8333,1032,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
46.4.34.140,1,1,1,0,0,0,0,0,8333,1032,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
136.243.167.51,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
94.130.153.226,1,1,1,1,0,0,0,0,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
78.47.204.219,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
5.9.94.237,1,1,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
168.119.249.19,1,0,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.20.0/,12.364975,50.475005,Hetzner Online GmbH
138.201.101.22,1,1,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.18.0/,12.364975,50.475005,Hetzner Online GmbH
138.201.207.220,0,0,1,0,0,0,0,0,8333,1037,70015,/Satoshi:0.17.1/,12.364975,50.475005,Hetzner Online GmbH
148.251.87.112,1,1,1,0,0,0,0,1,8333,1033,70016,/Satoshi:22.0.0/,12.364975,50.475005,Hetzner Online GmbH
136.243.148.11,1,0,1,1,0,1,0,1,8333,1037,70015,/Satoshi:0.18.1/,12.364975,50.475005,Hetzner Online GmbH
46.4.121.221,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,12.364975,50.475005,Hetzner Online GmbH
78.46.189.221,1,1,1,1,0,0,0,1,8333,1033,70016,/Satoshi:0.21.1/,12.364975,50.475005,Hetzner Online GmbH
83.243.59.41,1,0,0,1,0,0,0,0,8333,12,70015,/Satoshi:0.14.2/,12.075092,48.994095,Vautron Rechenzentrum AG
81.170.255.240,1,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,12.016667,57.65,Bahnhof AB
31.47.202.112,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:23.0.0/,11.96689,57.701328,Tripnet AB
185.239.220.210,0,0,0,0,0,0,0,0,8333,1101,70016,/Satoshi:0.21.1/,11.96689,57.701328,BrainMill AB
95.110.234.93,1,1,1,0,0,0,0,1,8333,1033,70015,/Satoshi:0.19.1/,11.86708,43.462521,Aruba S.p.A.
95.110.133.223,1,1,0,0,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,11.86708,43.462521,Aruba S.p.A.
81.7.17.202,1,1,1,1,0,0,0,1,8333,1033,70015,/Satoshi:0.20.1(needs-coffee)/,11.585974,50.922513,ISPpro Internet KG
80.241.217.54,1,0,0,0,0,0,0,1,8333,1033,70016,/Satoshi:0.21.0/,11.57753,48.13641,Contabo GmbH
178.238.237.56,0,0,1,0,0,0,0,1,8333,1032,70016,/Satoshi:22.0.0/,11.57753,48.13641,Contabo GmbH
178.238.227.217,1,1,1,1,0,1,0,1,8333,1037,70015,/Satoshi:0.17.1/,11.57753,48.13641,Contabo GmbH
178.238.233.75,1,0,1,1,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,11.57753,48.13641,Contabo GmbH
80.241.209.102,1,1,0,0,0,0,0,1,8333,1037,70015,/Satoshi:0.18.0/,11.57753,48.13641,Contabo GmbH
24.134.6.165,1,1,0,1,0,0,0,1,8333,1033,70016,/Satoshi:23.0.0/,11.57753,48.13641,Vodafone GmbH
188.193.244.3,0,0,0,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,11.49789,48.790447,Vodafone GmbH
83.137.41.10,1,0,0,0,0,1,0,1,8333,1037,70016,/Satoshi:22.0.0/,11.342985,47.121791,nemox.net Informationstechnologie OG
37.120.187.97,0,0,0,0,0,0,0,0,8333,1032,70016,/Satoshi:22.0.0/,11.07349,49.454342,netcup GmbH
173.212.245.133,1,1,1,1,0,1,0,1,8333,1033,70016,/Satoshi:0.21.1/,11.07349,49.454342,Contabo GmbH
213.136.78.113,1,1,1,0,0,0,0,1,8333,5,70012,/Satoshi:0.12.1(bitcore)/,11.07349,49.454342,Contabo GmbH
173.212.235.121,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,11.07349,49.454342,Contabo GmbH
173.249.48.168,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:0.21.1/,11.07349,49.454342,Contabo GmbH
85.10.203.112,1,1,1,0,0,0,0,0,8333,1033,70016,/Satoshi:22.0.0/,11.07349,49.454342,Hetzner Online GmbH
